raceID,raceDay,raceClass,racePlace,raceNumber,name,type,distance
202408100701,20240810,未勝利,新潟,1R,2歳未勝利,芝,1800
202408100702,20240810,未勝利,新潟,2R,3歳未勝利,ダート,1200
202408100703,20240810,未勝利,新潟,3R,3歳未勝利,芝,2400
202408100704,20240810,未勝利,新潟,4R,3歳未勝利,ダート,1800
202408100705,20240810,新馬,新潟,5R,2歳新馬,芝,1800
202408100706,20240810,新馬,新潟,6R,2歳新馬,芝,1400
202408100707,20240810,未勝利,新潟,7R,3歳未勝利,芝,1000
202408100708,20240810,1勝,新潟,8R,3歳以上1勝クラス,ダート,1800
202408100709,20240810,2勝,新潟,9R,浦佐特別,ダート,1200
202408100710,20240810,2勝,新潟,10R,新発田城特別,芝,1400
202408100711,20240810,オープン,新潟,11R,BSN賞（L）,ダート,1800
202408100712,20240810,1勝,新潟,12R,3歳以上1勝クラス,芝,1400
202408100501,20240810,未勝利,中京,1R,障害3歳以上未勝利,障害,3000
202408100502,20240810,未勝利,中京,2R,2歳未勝利,ダート,1200
202408100503,20240810,未勝利,中京,3R,3歳未勝利,ダート,1800
202408100504,20240810,オープン,中京,4R,障害3歳以上オープン,障害,3300
202408100505,20240810,新馬,中京,5R,2歳新馬,芝,1200
202408100506,20240810,未勝利,中京,6R,3歳未勝利,ダート,1800
202408100507,20240810,未勝利,中京,7R,3歳未勝利,芝,1200
202408100508,20240810,1勝,中京,8R,3歳以上1勝クラス,ダート,1800
202408100509,20240810,2勝,中京,9R,木曽川特別,芝,2000
202408100510,20240810,2勝,中京,10R,日進特別,ダート,1800
202408100511,20240810,3勝,中京,11R,関ケ原ステークス,芝,2000
202408100512,20240810,1勝,中京,12R,3歳以上1勝クラス,ダート,1400
202408100901,20240810,未勝利,札幌,1R,2歳未勝利,芝,1800
202408100902,20240810,未勝利,札幌,2R,3歳未勝利,ダート,1700
202408100903,20240810,未勝利,札幌,3R,3歳未勝利,ダート,1000
202408100904,20240810,未勝利,札幌,4R,3歳未勝利,ダート,1700
202408100905,20240810,新馬,札幌,5R,2歳新馬,芝,1500
202408100906,20240810,未勝利,札幌,6R,3歳未勝利,芝,2000
202408100907,20240810,1勝,札幌,7R,3歳以上1勝クラス,ダート,1000
202408100908,20240810,1勝,札幌,8R,3歳以上1勝クラス,芝,2600
202408100909,20240810,1勝,札幌,9R,石狩特別,芝,1800
202408100910,20240810,2勝,札幌,10R,日高特別,芝,1500
202408100911,20240810,3勝,札幌,11R,報知杯 大雪ハンデキャップ,ダート,1700
202408100912,20240810,1勝,札幌,12R,3歳以上1勝クラス,芝,1200
202408110701,20240811,未勝利,新潟,1R,障害3歳以上未勝利,障害,2850
202408110702,20240811,未勝利,新潟,2R,3歳未勝利,ダート,1800
202408110703,20240811,未勝利,新潟,3R,2歳未勝利,芝,1400
202408110704,20240811,未勝利,新潟,4R,3歳未勝利,ダート,1200
202408110705,20240811,新馬,新潟,5R,2歳新馬,芝,1600
202408110706,20240811,未勝利,新潟,6R,3歳未勝利,芝,1800
202408110707,20240811,1勝,新潟,7R,3歳以上1勝クラス,芝,2000
202408110708,20240811,1勝,新潟,8R,3歳以上1勝クラス,ダート,1800
202408110709,20240811,2勝,新潟,9R,三面川特別,芝,1800
202408110710,20240811,3勝,新潟,10R,稲妻ステークス,芝,1000
202408110711,20240811,GⅢ,新潟,11R,第59回 関屋記念,芝,1600
202408110712,20240811,1勝,新潟,12R,3歳以上1勝クラス,ダート,1200
202408110501,20240811,未勝利,中京,1R,2歳未勝利,芝,1600
202408110502,20240811,未勝利,中京,2R,3歳未勝利,ダート,1200
202408110503,20240811,未勝利,中京,3R,3歳未勝利,芝,2000
202408110504,20240811,未勝利,中京,4R,3歳未勝利,ダート,1900
202408110505,20240811,新馬,中京,5R,2歳新馬,芝,2000
202408110506,20240811,未勝利,中京,6R,3歳未勝利,ダート,1400
202408110507,20240811,1勝,中京,7R,3歳以上1勝クラス,芝,2000
202408110508,20240811,1勝,中京,8R,3歳以上1勝クラス,ダート,1800
202408110509,20240811,1勝,中京,9R,鞍ケ池特別,芝,1600
202408110510,20240811,3勝,中京,10R,三河ステークス,ダート,1800
202408110511,20240811,GⅢ,中京,11R,第60回 小倉記念,芝,2000
202408110512,20240811,2勝,中京,12R,知多特別,芝,1200
202408110901,20240811,未勝利,札幌,1R,2歳未勝利,芝,1200
202408110902,20240811,未勝利,札幌,2R,3歳未勝利,ダート,2400
202408110903,20240811,未勝利,札幌,3R,3歳未勝利,ダート,1700
202408110904,20240811,未勝利,札幌,4R,3歳未勝利,芝,1500
202408110905,20240811,新馬,札幌,5R,2歳新馬,芝,1800
202408110906,20240811,1勝,札幌,6R,3歳以上1勝クラス,ダート,1700
202408110907,20240811,1勝,札幌,7R,3歳以上1勝クラス,芝,1500
202408110908,20240811,オープン,札幌,8R,コスモス賞,芝,1800
202408110909,20240811,2勝,札幌,9R,桑園特別 ,ダート,1000
202408110910,20240811,2勝,札幌,10R,藻岩山特別,芝,2000
202408110911,20240811,オープン,札幌,11R,UHB賞,芝,1200
202408110912,20240811,1勝,札幌,12R,3歳以上1勝クラス,ダート,1700
202408170701,20240817,未勝利,新潟,1R,障害3歳以上未勝利,障害,2850
202408170702,20240817,未勝利,新潟,2R,3歳未勝利,ダート,1800
202408170703,20240817,未勝利,新潟,3R,2歳未勝利,ダート,1200
202408170704,20240817,オープン,新潟,4R,障害3歳以上オープン,障害,2850
202408170705,20240817,新馬,新潟,5R,2歳新馬,芝,1200
202408170706,20240817,新馬,新潟,6R,2歳新馬,ダート,1800
202408170707,20240817,未勝利,新潟,7R,3歳未勝利,芝,1600
202408170708,20240817,1勝,新潟,8R,3歳以上1勝クラス,芝,2400
202408170709,20240817,2勝,新潟,9R,瀬波温泉特別,ダート,1800
202408170710,20240817,3勝,新潟,10R,上越ステークス,ダート,1200
202408170711,20240817,3勝,新潟,11R,日本海ステークス,芝,2200
202408170712,20240817,1勝,新潟,12R,3歳以上1勝クラス,芝,1800
202408170501,20240817,未勝利,中京,1R,2歳未勝利,芝,1200
202408170502,20240817,未勝利,中京,2R,3歳未勝利,ダート,1800
202408170503,20240817,未勝利,中京,3R,3歳未勝利,ダート,1900
202408170504,20240817,未勝利,中京,4R,3歳未勝利,ダート,1200
202408170505,20240817,新馬,中京,5R,2歳新馬,芝,1400
202408170506,20240817,新馬,中京,6R,2歳新馬,ダート,1800
202408170507,20240817,未勝利,中京,7R,3歳未勝利,芝,1600
202408170508,20240817,1勝,中京,8R,3歳以上1勝クラス,ダート,1800
202408170509,20240817,1勝,中京,9R,御在所特別,芝,2000
202408170510,20240817,2勝,中京,10R,四日市特別,ダート,1400
202408170511,20240817,3勝,中京,11R,豊明ステークス,芝,1400
202408170512,20240817,1勝,中京,12R,3歳以上1勝クラス,芝,1200
202408170901,20240817,未勝利,札幌,1R,2歳未勝利,芝,1800
202408170902,20240817,未勝利,札幌,2R,2歳未勝利,ダート,1700
202408170903,20240817,未勝利,札幌,3R,3歳未勝利,芝,1200
202408170904,20240817,未勝利,札幌,4R,3歳未勝利,ダート,1700
202408170905,20240817,新馬,札幌,5R,2歳新馬,芝,1500
202408170906,20240817,未勝利,札幌,6R,3歳未勝利,ダート,1700
202408170907,20240817,未勝利,札幌,7R,3歳未勝利,芝,2000
202408170908,20240817,1勝,札幌,8R,3歳以上1勝クラス,ダート,1000
202408170909,20240817,1勝,札幌,9R,千歳特別,芝,1500
202408170910,20240817,1勝,札幌,10R,富良野特別,芝,2000
202408170911,20240817,2勝,札幌,11R,札幌日刊スポーツ杯,芝,2600
202408170912,20240817,1勝,札幌,12R,3歳以上1勝クラス,ダート,1700
202408180701,20240818,未勝利,新潟,1R,2歳未勝利,芝,1600
202408180702,20240818,未勝利,新潟,2R,2歳未勝利,芝,1800
202408180703,20240818,未勝利,新潟,3R,3歳未勝利,ダート,1800
202408180704,20240818,未勝利,新潟,4R,3歳未勝利,芝,1400
202408180705,20240818,新馬,新潟,5R,2歳新馬,芝,1800
202408180706,20240818,未勝利,新潟,6R,3歳未勝利,ダート,1200
202408180707,20240818,未勝利,新潟,7R,3歳未勝利,芝,2000
202408180708,20240818,1勝,新潟,8R,3歳以上1勝クラス,ダート,1200
202408180709,20240818,1勝,新潟,9R,閃光特別,芝,1000
202408180710,20240818,2勝,新潟,10R,阿賀野川特別,芝,2200
202408180711,20240818,オープン,新潟,11R,NST賞,ダート,1200
202408180712,20240818,1勝,新潟,12R,3歳以上1勝クラス,ダート,1800
202408180501,20240818,未勝利,中京,1R,障害3歳以上未勝利,障害,3000
202408180502,20240818,未勝利,中京,2R,3歳未勝利,ダート,1800
202408180503,20240818,未勝利,中京,3R,2歳未勝利,芝,2000
202408180504,20240818,未勝利,中京,4R,3歳未勝利,ダート,1400
202408180505,20240818,新馬,中京,5R,2歳新馬,芝,1600
202408180506,20240818,未勝利,中京,6R,3歳未勝利,芝,2000
202408180507,20240818,1勝,中京,7R,3歳以上1勝クラス,ダート,1800
202408180508,20240818,1勝,中京,8R,3歳以上1勝クラス,ダート,1400
202408180509,20240818,2勝,中京,9R,濃尾特別,ダート,1800
202408180510,20240818,2勝,中京,10R,中京スポニチ賞,芝,1400
202408180511,20240818,GⅢ,中京,11R,第60回 CBC賞,芝,1200
202408180512,20240818,1勝,中京,12R,3歳以上1勝クラス,ダート,1200
202408180901,20240818,未勝利,札幌,1R,2歳未勝利,芝,1500
202408180902,20240818,未勝利,札幌,2R,3歳未勝利,ダート,1000
202408180903,20240818,未勝利,札幌,3R,3歳未勝利,ダート,1700
202408180904,20240818,未勝利,札幌,4R,3歳未勝利,芝,2600
202408180905,20240818,新馬,札幌,5R,2歳新馬,芝,2000
202408180906,20240818,1勝,札幌,6R,3歳以上1勝クラス,ダート,2400
202408180907,20240818,1勝,札幌,7R,3歳以上1勝クラス,芝,2000
202408180908,20240818,オープン,札幌,8R,クローバー賞,芝,1500
202408180909,20240818,2勝,札幌,9R,大通公園特別,ダート,1700
202408180910,20240818,2勝,札幌,10R,知床特別,芝,1200
202408180911,20240818,GⅡ,札幌,11R,第60回 札幌記念,芝,2000
202408180912,20240818,1勝,札幌,12R,3歳以上1勝クラス,ダート,1700
202408240701,20240824,未勝利,新潟,1R,2歳未勝利,芝,1600
202408240702,20240824,未勝利,新潟,2R,3歳未勝利,ダート,1800
202408240703,20240824,未勝利,新潟,3R,3歳未勝利,芝,1200
202408240704,20240824,未勝利,新潟,4R,3歳未勝利,芝,2000
202408240705,20240824,新馬,新潟,5R,2歳新馬,芝,1600
202408240706,20240824,新馬,新潟,6R,2歳新馬,ダート,1200
202408240707,20240824,未勝利,新潟,7R,3歳未勝利,ダート,1800
202408240708,20240824,1勝,新潟,8R,3歳以上1勝クラス,ダート,1800
202408240709,20240824,1勝,新潟,9R,中郷特別,芝,1800
202408240710,20240824,2勝,新潟,10R,五頭連峰特別,芝,1600
202408240711,20240824,オープン,新潟,11R,朱鷺ステークス（L）,芝,1400
202408240712,20240824,1勝,新潟,12R,3歳以上1勝クラス,ダート,1200
202408240501,20240824,未勝利,中京,1R,2歳未勝利,芝,1600
202408240502,20240824,未勝利,中京,2R,3歳未勝利,ダート,1400
202408240503,20240824,未勝利,中京,3R,3歳未勝利,ダート,1200
202408240504,20240824,Jpn GⅢ,中京,4R,第26回 小倉サマージャンプ,障害,3300
202408240505,20240824,新馬,中京,5R,2歳新馬,芝,1600
202408240506,20240824,未勝利,中京,6R,3歳未勝利,ダート,1800
202408240507,20240824,未勝利,中京,7R,3歳未勝利,芝,2000
202408240508,20240824,1勝,中京,8R,3歳以上1勝クラス,ダート,1800
202408240509,20240824,1勝,中京,9R,揖斐川特別,芝,2200
202408240510,20240824,2勝,中京,10R,清洲特別,ダート,1200
202408240511,20240824,3勝,中京,11R,瀬戸ステークス,ダート,1900
202408240512,20240824,1勝,中京,12R,3歳以上1勝クラス,芝,1400
202408240901,20240824,未勝利,札幌,1R,2歳未勝利,芝,1200
202408240902,20240824,未勝利,札幌,2R,2歳未勝利,芝,1800
202408240903,20240824,未勝利,札幌,3R,3歳未勝利,ダート,1000
202408240904,20240824,未勝利,札幌,4R,3歳未勝利,ダート,1700
202408240905,20240824,新馬,札幌,5R,2歳新馬,ダート,1700
202408240906,20240824,未勝利,札幌,6R,3歳未勝利,芝,1500
202408240907,20240824,1勝,札幌,7R,3歳以上1勝クラス,芝,1800
202408240908,20240824,1勝,札幌,8R,3歳以上1勝クラス,ダート,1700
202408240909,20240824,1勝,札幌,9R,ルスツ特別,芝,2600
202408240910,20240824,2勝,札幌,10R,2024 WASJ 第1戦,芝,1200
202408240911,20240824,3勝,札幌,11R,2024 WASJ 第2戦,芝,2000
202408240912,20240824,1勝,札幌,12R,ニセコ特別,ダート,1700
202408250701,20240825,未勝利,新潟,1R,障害3歳以上未勝利,障害,2850
202408250702,20240825,未勝利,新潟,2R,3歳未勝利,ダート,1800
202408250703,20240825,未勝利,新潟,3R,2歳未勝利,芝,1000
202408250704,20240825,未勝利,新潟,4R,3歳未勝利,ダート,1200
202408250705,20240825,新馬,新潟,5R,2歳新馬,芝,1800
202408250706,20240825,新馬,新潟,6R,2歳新馬,芝,1600
202408250707,20240825,未勝利,新潟,7R,3歳未勝利,芝,2000
202408250708,20240825,1勝,新潟,8R,3歳以上1勝クラス,ダート,1800
202408250709,20240825,2勝,新潟,9R,岩室温泉特別,ダート,1200
202408250710,20240825,3勝,新潟,10R,長岡ステークス,芝,1600
202408250711,20240825,GⅢ,新潟,11R,第44回 新潟2歳ステークス,芝,1600
202408250712,20240825,1勝,新潟,12R,3歳以上1勝クラス,芝,1200
202408250501,20240825,未勝利,中京,1R,2歳未勝利,芝,1400
202408250502,20240825,未勝利,中京,2R,3歳未勝利,ダート,1800
202408250503,20240825,未勝利,中京,3R,3歳未勝利,芝,2200
202408250504,20240825,未勝利,中京,4R,3歳未勝利,芝,1400
202408250505,20240825,新馬,中京,5R,2歳新馬,芝,2000
202408250506,20240825,1勝,中京,6R,3歳以上1勝クラス,ダート,1400
202408250507,20240825,1勝,中京,7R,3歳以上1勝クラス,ダート,1900
202408250508,20240825,1勝,中京,8R,3歳以上1勝クラス,芝,1600
202408250509,20240825,2勝,中京,9R,大府特別,ダート,1800
202408250510,20240825,2勝,中京,10R,長久手特別,芝,2000
202408250511,20240825,オープン,中京,11R,名鉄杯,ダート,1800
202408250512,20240825,1勝,中京,12R,3歳以上1勝クラス,ダート,1200
202408250901,20240825,未勝利,札幌,1R,2歳未勝利,芝,1500
202408250902,20240825,未勝利,札幌,2R,3歳未勝利,ダート,1700
202408250903,20240825,未勝利,札幌,3R,3歳未勝利,ダート,1000
202408250904,20240825,未勝利,札幌,4R,3歳未勝利,ダート,1700
202408250905,20240825,新馬,札幌,5R,2歳新馬,芝,1800
202408250906,20240825,未勝利,札幌,6R,3歳未勝利,芝,2000
202408250907,20240825,1勝,札幌,7R,3歳以上1勝クラス,ダート,1000
202408250908,20240825,1勝,札幌,8R,3歳以上1勝クラス,芝,1500
202408250909,20240825,1勝,札幌,9R,小樽特別,芝,1200
202408250910,20240825,2勝,札幌,10R,2024 WASJ 第3戦,ダート,1700
202408250911,20240825,GⅢ,札幌,11R,第19回 キーンランドカップ,芝,1200
202408250912,20240825,2勝,札幌,12R,2024 WASJ 第4戦,芝,1800
202408310701,20240831,未勝利,新潟,1R,障害3歳以上未勝利,障害,2850
202408310702,20240831,未勝利,新潟,2R,2歳未勝利,ダート,1800
202408310703,20240831,未勝利,新潟,3R,3歳未勝利,ダート,1200
202408310704,20240831,オープン,新潟,4R,障害3歳以上オープン,障害,3250
202408310705,20240831,新馬,新潟,5R,2歳新馬,芝,2000
202408310706,20240831,未勝利,新潟,6R,3歳未勝利,芝,1600
202408310707,20240831,未勝利,新潟,7R,3歳未勝利,芝,1800
202408310708,20240831,1勝,新潟,8R,3歳以上1勝クラス,ダート,1200
202408310709,20240831,1勝,新潟,9R,瓢湖特別（韓国賞）,芝,2200
202408310710,20240831,2勝,新潟,10R,赤倉特別（パキスタン賞）,芝,2000
202408310711,20240831,3勝,新潟,11R,古町ステークス（トルコ賞）,ダート,1800
202408310712,20240831,1勝,新潟,12R,3歳以上1勝クラス,芝,1600
202408310501,20240831,未勝利,中京,1R,2歳未勝利,ダート,1800
202408310502,20240831,未勝利,中京,2R,2歳未勝利,芝,1400
202408310503,20240831,未勝利,中京,3R,3歳未勝利,ダート,1200
202408310504,20240831,未勝利,中京,4R,3歳未勝利,芝,1400
202408310505,20240831,新馬,中京,5R,2歳新馬,芝,2000
202408310506,20240831,新馬,中京,6R,2歳新馬,ダート,1400
202408310507,20240831,未勝利,中京,7R,3歳未勝利,芝,1600
202408310508,20240831,1勝,中京,8R,3歳以上1勝クラス,ダート,1800
202408310509,20240831,1勝,中京,9R,香嵐渓特別（バーレーン賞）,芝,2000
202408310510,20240831,2勝,中京,10R,鳥羽特別（オマーン賞）,ダート,1400
202408310511,20240831,3勝,中京,11R,長篠ステークス（カタール賞）,芝,1200
202408310512,20240831,1勝,中京,12R,3歳以上1勝クラス（ベトナム賞）,ダート,1400
202408310901,20240831,未勝利,札幌,1R,2歳未勝利,芝,1200
202408310902,20240831,未勝利,札幌,2R,2歳未勝利,ダート,1700
202408310903,20240831,未勝利,札幌,3R,3歳未勝利（サウジアラビア賞）,芝,2000
202408310904,20240831,未勝利,札幌,4R,3歳未勝利（UAE賞）,ダート,1700
202408310905,20240831,新馬,札幌,5R,2歳新馬（南アフリカ賞）,芝,1500
202408310906,20240831,1勝,札幌,6R,3歳以上1勝クラス（ニュージーランド賞）,ダート,1000
202408310907,20240831,1勝,札幌,7R,3歳以上1勝クラス（オーストラリア賞）,ダート,1700
202408310908,20240831,1勝,札幌,8R,3歳以上1勝クラス（香港賞）,芝,2000
202408310909,20240831,2勝,札幌,9R,インディアトロフィー,ダート,1700
202408310910,20240831,3勝,札幌,10R,アジア競馬連盟トロフィー,芝,1500
202408310911,20240831,GⅢ,札幌,11R,第59回 札幌2歳ステークス,芝,1800
202408310912,20240831,2勝,札幌,12R,マレーシアカップ,芝,1200
202409010701,20240901,未勝利,新潟,1R,2歳未勝利,芝,1400
202409010702,20240901,未勝利,新潟,2R,2歳未勝利,芝,2000
202409010703,20240901,未勝利,新潟,3R,3歳未勝利,ダート,1800
202409010704,20240901,未勝利,新潟,4R,3歳未勝利,芝,2200
202409010705,20240901,新馬,新潟,5R,2歳新馬,芝,1800
202409010706,20240901,新馬,新潟,6R,2歳新馬,芝,1400
202409010707,20240901,未勝利,新潟,7R,3歳未勝利,ダート,1200
202409010708,20240901,1勝,新潟,8R,3歳以上1勝クラス,ダート,1800
202409010709,20240901,2勝,新潟,9R,飯豊特別,芝,1400
202409010710,20240901,2勝,新潟,10R,両津湾特別,ダート,1800
202409010711,20240901,GⅢ,新潟,11R,第60回 新潟記念,芝,2000
202409010712,20240901,1勝,新潟,12R,雷光特別,芝,1000
202409010501,20240901,未勝利,中京,1R,障害3歳以上未勝利,障害,3000
202409010502,20240901,未勝利,中京,2R,3歳未勝利,ダート,1800
202409010503,20240901,未勝利,中京,3R,2歳未勝利,芝,2000
202409010504,20240901,未勝利,中京,4R,3歳未勝利,ダート,1400
202409010505,20240901,新馬,中京,5R,2歳新馬,芝,1400
202409010506,20240901,未勝利,中京,6R,3歳未勝利,芝,2000
202409010507,20240901,1勝,中京,7R,3歳以上1勝クラス,ダート,1800
202409010508,20240901,1勝,中京,8R,3歳以上1勝クラス,芝,1400
202409010509,20240901,2勝,中京,9R,有松特別,芝,1600
202409010510,20240901,3勝,中京,10R,桶狭間ステークス,ダート,1400
202409010511,20240901,GⅢ,中京,11R,第44回 小倉2歳ステークス,芝,1200
202409010512,20240901,1勝,中京,12R,3歳以上1勝クラス,ダート,1200
202409010901,20240901,未勝利,札幌,1R,2歳未勝利,芝,1500
202409010902,20240901,未勝利,札幌,2R,2歳未勝利,芝,2000
202409010903,20240901,未勝利,札幌,3R,3歳未勝利,ダート,1700
202409010904,20240901,未勝利,札幌,4R,3歳未勝利,芝,1200
202409010905,20240901,未勝利,札幌,5R,3歳未勝利,ダート,1700
202409010906,20240901,1勝,札幌,6R,3歳以上1勝クラス,芝,1200
202409010907,20240901,1勝,札幌,7R,3歳以上1勝クラス,芝,1800
202409010908,20240901,1勝,札幌,8R,3歳以上1勝クラス,ダート,1700
202409010909,20240901,オープン,札幌,9R,シンガポールターフクラブ賞,芝,1200
202409010910,20240901,2勝,札幌,10R,フィリピントロフィー,芝,2000
202409010911,20240901,オープン,札幌,11R,タイランドカップ,芝,2600
202409010912,20240901,1勝,札幌,12R,3歳以上1勝クラス,ダート,1700
202409070201,20240907,未勝利,中山,1R,障害3歳以上未勝利,障害,2880
202409070202,20240907,未勝利,中山,2R,2歳未勝利,芝,1600
202409070203,20240907,未勝利,中山,3R,2歳未勝利,ダート,1800
202409070204,20240907,新馬,中山,4R,2歳新馬,ダート,1200
202409070205,20240907,新馬,中山,5R,2歳新馬,芝,2000
202409070206,20240907,1勝,中山,6R,3歳以上1勝クラス,ダート,1200
202409070207,20240907,1勝,中山,7R,3歳以上1勝クラス,芝,2000
202409070208,20240907,1勝,中山,8R,3歳以上1勝クラス,ダート,1800
202409070209,20240907,1勝,中山,9R,アスター賞,芝,1600
202409070210,20240907,2勝,中山,10R,汐留特別,芝,1200
202409070211,20240907,GⅡ,中山,11R,第9回 紫苑ステークス,芝,2000
202409070212,20240907,1勝,中山,12R,3歳以上1勝クラス,ダート,1200
202409070501,20240907,未勝利,中京,1R,2歳未勝利,ダート,1400
202409070502,20240907,未勝利,中京,2R,2歳未勝利,ダート,1800
202409070503,20240907,未勝利,中京,3R,2歳未勝利,芝,2000
202409070504,20240907,新馬,中京,4R,2歳新馬,ダート,1800
202409070505,20240907,新馬,中京,5R,2歳新馬,芝,1600
202409070506,20240907,1勝,中京,6R,3歳以上1勝クラス,ダート,1200
202409070507,20240907,1勝,中京,7R,3歳以上1勝クラス,ダート,1800
202409070508,20240907,1勝,中京,8R,3歳以上1勝クラス,芝,1200
202409070509,20240907,2勝,中京,9R,浜名湖特別,芝,2000
202409070510,20240907,3勝,中京,10R,ムーンライトハンデキャップ,芝,2200
202409070511,20240907,オープン,中京,11R,エニフステークス（L）,ダート,1400
202409070512,20240907,2勝,中京,12R,3歳以上2勝クラス,ダート,1200
202409080201,20240908,未勝利,中山,1R,2歳未勝利,ダート,1200
202409080202,20240908,未勝利,中山,2R,2歳未勝利,芝,2000
202409080203,20240908,新馬,中山,3R,2歳新馬,ダート,1800
202409080204,20240908,1勝,中山,4R,3歳以上1勝クラス,ダート,1800
202409080205,20240908,新馬,中山,5R,2歳新馬,芝,1600
202409080206,20240908,1勝,中山,6R,3歳以上1勝クラス,ダート,1200
202409080207,20240908,1勝,中山,7R,3歳以上1勝クラス,芝,1600
202409080208,20240908,1勝,中山,8R,3歳以上1勝クラス,ダート,1800
202409080209,20240908,2勝,中山,9R,白井特別,芝,1800
202409080210,20240908,3勝,中山,10R,セプテンバーステークス,芝,1200
202409080211,20240908,GⅢ,中山,11R,第69回 京成杯AH,芝,1600
202409080212,20240908,2勝,中山,12R,3歳以上2勝クラス,ダート,1200
202409080501,20240908,未勝利,中京,1R,障害3歳以上未勝利,障害,3000
202409080502,20240908,未勝利,中京,2R,2歳未勝利,ダート,1200
202409080503,20240908,未勝利,中京,3R,2歳未勝利,芝,1600
202409080504,20240908,新馬,中京,4R,2歳新馬,芝,1200
202409080505,20240908,新馬,中京,5R,2歳新馬,芝,2000
202409080506,20240908,1勝,中京,6R,3歳以上1勝クラス,ダート,1800
202409080507,20240908,1勝,中京,7R,3歳以上1勝クラス,ダート,1900
202409080508,20240908,1勝,中京,8R,3歳以上1勝クラス,芝,2000
202409080509,20240908,2勝,中京,9R,天竜川特別,ダート,1800
202409080510,20240908,3勝,中京,10R,浜松ステークス,ダート,1200
202409080511,20240908,GⅡ,中京,11R,第38回 産経賞セントウルステークス,芝,1200
202409080512,20240908,1勝,中京,12R,3歳以上1勝クラス,ダート,1400
202409140201,20240914,未勝利,中山,1R,2歳未勝利,ダート,1200
202409140202,20240914,未勝利,中山,2R,2歳未勝利,ダート,1800
202409140203,20240914,未勝利,中山,3R,2歳未勝利,芝,1200
202409140204,20240914,新馬,中山,4R,2歳新馬,ダート,1800
202409140205,20240914,新馬,中山,5R,2歳新馬,芝,2000
202409140206,20240914,1勝,中山,6R,3歳以上1勝クラス,ダート,1200
202409140207,20240914,1勝,中山,7R,3歳以上1勝クラス,芝,2500
202409140208,20240914,1勝,中山,8R,3歳以上1勝クラス,ダート,1800
202409140209,20240914,2勝,中山,9R,松戸特別,ダート,2400
202409140210,20240914,2勝,中山,10R,御宿特別,芝,1600
202409140211,20240914,3勝,中山,11R,初風ステークス,ダート,1200
202409140212,20240914,1勝,中山,12R,3歳以上1勝クラス,芝,1800
202409140501,20240914,未勝利,中京,1R,2歳未勝利,ダート,1400
202409140502,20240914,未勝利,中京,2R,2歳未勝利,ダート,1800
202409140503,20240914,未勝利,中京,3R,2歳未勝利,芝,1600
202409140504,20240914,1勝,中京,4R,3歳以上1勝クラス,ダート,1900
202409140505,20240914,新馬,中京,5R,2歳新馬,芝,1400
202409140506,20240914,1勝,中京,6R,3歳以上1勝クラス,芝,1600
202409140507,20240914,1勝,中京,7R,3歳以上1勝クラス,ダート,1200
202409140508,20240914,Jpn GⅢ,中京,8R,第26回 阪神ジャンプステークス,障害,3330
202409140509,20240914,オープン,中京,9R,ききょうステークス,芝,1400
202409140510,20240914,2勝,中京,10R,恵那特別,ダート,1800
202409140511,20240914,オープン,中京,11R,ケフェウスステークス,芝,2000
202409140512,20240914,1勝,中京,12R,3歳以上1勝クラス,ダート,1400
202409150201,20240915,未勝利,中山,1R,2歳未勝利,ダート,1200
202409150202,20240915,未勝利,中山,2R,2歳未勝利,芝,2000
202409150203,20240915,未勝利,中山,3R,2歳未勝利,ダート,1800
202409150204,20240915,新馬,中山,4R,2歳新馬,芝,1200
202409150205,20240915,新馬,中山,5R,2歳新馬,芝,1600
202409150206,20240915,1勝,中山,6R,3歳以上1勝クラス,ダート,1800
202409150207,20240915,1勝,中山,7R,3歳以上1勝クラス,ダート,1200
202409150208,20240915,1勝,中山,8R,3歳以上1勝クラス,芝,2000
202409150209,20240915,2勝,中山,9R,浦安特別,ダート,1200
202409150210,20240915,3勝,中山,10R,レインボーステークス,芝,1800
202409150211,20240915,オープン,中山,11R,ラジオ日本賞,ダート,1800
202409150212,20240915,1勝,中山,12R,3歳以上1勝クラス,芝,1200
202409150501,20240915,未勝利,中京,1R,障害3歳以上未勝利,障害,3000
202409150502,20240915,未勝利,中京,2R,2歳未勝利,ダート,1200
202409150503,20240915,未勝利,中京,3R,2歳未勝利,芝,1200
202409150504,20240915,新馬,中京,4R,2歳新馬,ダート,1800
202409150505,20240915,新馬,中京,5R,2歳新馬,芝,2000
202409150506,20240915,1勝,中京,6R,3歳以上1勝クラス,ダート,1800
202409150507,20240915,1勝,中京,7R,3歳以上1勝クラス,ダート,1200
202409150508,20240915,1勝,中京,8R,3歳以上1勝クラス,ダート,1800
202409150509,20240915,2勝,中京,9R,茶臼山高原特別,芝,2200
202409150510,20240915,3勝,中京,10R,納屋橋ステークス,芝,1600
202409150511,20240915,GⅡ,中京,11R,第42回 ローズステークス,芝,2000
202409150512,20240915,2勝,中京,12R,3歳以上2勝クラス,ダート,1400
202409160201,20240916,未勝利,中山,1R,障害3歳以上未勝利,障害,2880
202409160202,20240916,未勝利,中山,2R,2歳未勝利,芝,1600
202409160203,20240916,未勝利,中山,3R,2歳未勝利,ダート,1200
202409160204,20240916,未勝利,中山,4R,2歳未勝利,芝,1800
202409160205,20240916,新馬,中山,5R,2歳新馬,芝,1600
